COD_PADRE,DESC_PRODUCTO,COD_MP,DESC_MP,KG_TON,C,N,N-NH4,N-NO3,N-org,N-ur,P,K,CaO,MgO,S,B,Co,Cu,Fe,Mn,Mo,SiO2,Zn,Na
1275,NUCLEO CALCIO 1,,CARBONATO DE CALCIO X KILO,900.0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0
1275,NUCLEO CALCIO 1,,BENTONITA GRIS X KILO,50.0,0,0,0,0,0,0,0,0.1,0.3,0.2,0,0,0,0,0,0,0,2.85,0,0
1275,NUCLEO CALCIO 1,,KIESERITA EN POLVO X KILO,50.0,0,0,0,0,0,0,0,0,0,1.25,1.0,0,0,0,0,0,0,0,0,0
1275,NUCLEO CALCIO 1,,TOTAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,36.3,1.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0
1400,SULFATO DE CALCIO 2 X KILO,,SULFATO DE CALCIO X KILO,700.0,0,0,0,0,0,0,0,0,15.4,0,9.1,0,0,0,0,0,0,0,0,0
1400,SULFATO DE CALCIO 2 X KILO,,KIESERITA EN POLVO X KILO,100.0,0,0,0,0,0,0,0,0,0,2.5,2.0,0,0,0,0,0,0,0,0,0
1400,SULFATO DE CALCIO 2 X KILO,,CARBONATO DE CALCIO X KILO,150.0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0
1400,SULFATO DE CALCIO 2 X KILO,,BENTONITA GRIS X KILO,50.0,0,0,0,0,0,0,0,0.1,0.3,0.2,0,0,0,0,0,0,0,2.85,0,0
1400,SULFATO DE CALCIO 2 X KILO,,TOTAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,21.7,2.7,11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0
9901,ZUELO CA F1,,SILICATO DE MAGNESIO X KILO,50.0,0,0,0,0,0,0,0,0,0,1.693,0,0,0,0,0,0,0,1.849,0,0
9901,ZUELO CA F1,,ULEXITA X KILO,20.0,0,0,0,0,0,0,0,0,0.26,0,0,0.28,0,0,0,0,0,0,0,0
9901,ZUELO CA F1,,CAL DOLOMITA X KILO,530.0,0,0,0,0,0,0,0,0,18.02,7.42,0,0,0,0,0,0,0,0,0,0
9901,ZUELO CA F1,,SULFATO DE CALCIO X KILO,250.0,0,0,0,0,0,0,0,0,5.5,0,3.25,0,0,0,0,0,0,0,0,0
9901,ZUELO CA F1,,BENTONITA ROJA X KILO,50.0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,2.35,0,0
9901,ZUELO CA F1,,KIESERITA EN POLVO X KILO,50.0,0,0,0,0,0,0,0,0,0,1.25,1.0,0,0,0,0,0,0,0,0,0
9901,ZUELO CA F1,,CLORURO DE POTASIO (KCL) X KILO,50.0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
9901,ZUELO CA F1,,TOTAL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.78,10.413,4.25,0.28,0.0,0.0,0.0,0.0,0.0,4.199,0.0,0.0
9902,ZUELO CA F2,,SULFATO DE CALCIO X KILO,250.0,0,0,0,0,0,0,0,0,5.5,0,3.25,0,0,0,0,0,0,0,0,0
9902,ZUELO CA F2,,ULEXITA X KILO,20.0,0,0,0,0,0,0,0,0,0.26,0,0,0.28,0,0,0,0,0,0,0,0
9902,ZUELO CA F2,,KIESERITA EN POLVO X KILO,50.0,0,0,0,0,0,0,0,0,0,1.25,1.0,0,0,0,0,0,0,0,0,0
9902,ZUELO CA F2,,CAOLIN GRIS X KILO,100.0,0,0,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0.05,0,0,4.7,0,0
9902,ZUELO CA F2,,CAL DOLOMITA X KILO,400.0,0,0,0,0,0,0,0,0,13.6,5.6,0,0,0,0,0,0,0,0,0,0
9902,ZUELO CA F2,,SILICATO DE MAGNESIO X KILO,50.0,0,0,0,0,0,0,0,0,0,1.693,0,0,0,0,0,0,0,1.849,0,0
9902,ZUELO CA F2,,ROCA FOSFORICA 26% X KILO,130.0,0,0,0,0,0,0,3.38,0,4.68,0,0,0,0,0,0,0,0,0,0,0
9902,ZUELO CA F2,,TOTAL,,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,24.09,8.563,4.25,0.28,0.0,0.0,0.05,0.0,0.0,6.549,0.0,0.0
